date,year_month,fiscal_year,quarter,month_num,month_name_de,month_name_en,country,land_de,product_category,sub_category,order_quantity,unit_cost,unit_price,cost,revenue,profit,gross_margin_pct,revenue_plan,cost_plan,profit_plan,revenue_var_abs,revenue_var_pct
2014-02-09,2014-02,2014,Q1,2,Februar,February,Australia,Australien,Accessories,Bottles and Cages,2,2,5,4,9,5,55.56,8.0,4.0,4.0,1.0,0.125
2016-02-09,2016-02,2016,Q1,2,Februar,February,Australia,Australien,Accessories,Bottles and Cages,21,2,5,42,91,49,53.85,96.0,44.0,52.0,-5.0,-0.0521
2016-02-09,2016-02,2016,Q1,2,Februar,February,Australia,Australien,Accessories,Bottles and Cages,2,2,5,4,9,5,55.56,8.0,4.0,4.0,1.0,0.125
2014-04-08,2014-04,2014,Q2,4,April,April,Australia,Australien,Accessories,Bottles and Cages,25,2,5,50,109,59,54.13,121.0,54.0,67.0,-12.0,-0.0992
2014-04-08,2014-04,2014,Q2,4,April,April,Australia,Australien,Accessories,Bottles and Cages,21,2,5,42,91,49,53.85,84.0,40.0,44.0,7.0,0.0833
2016-04-08,2016-04,2016,Q2,4,April,April,Australia,Australien,Accessories,Bottles and Cages,24,2,5,48,104,56,53.85,114.0,52.0,62.0,-10.0,-0.0877
2016-04-08,2016-04,2016,Q2,4,April,April,Australia,Australien,Accessories,Bottles and Cages,22,2,5,44,96,52,54.17,103.0,47.0,56.0,-7.0,-0.068
2014-04-22,2014-04,2014,Q2,4,April,April,Australia,Australien,Accessories,Bottles and Cages,22,2,5,44,96,52,54.17,107.0,48.0,59.0,-11.0,-0.1028
2014-04-22,2014-04,2014,Q2,4,April,April,Australia,Australien,Accessories,Bottles and Cages,28,2,5,56,122,66,54.1,121.0,56.0,65.0,1.0,0.0083
2016-04-22,2016-04,2016,Q2,4,April,April,Australia,Australien,Accessories,Bottles and Cages,19,2,5,38,83,45,54.22,88.0,40.0,48.0,-5.0,-0.0568
2016-04-22,2016-04,2016,Q2,4,April,April,Australia,Australien,Accessories,Bottles and Cages,30,2,5,60,131,71,54.2,127.0,59.0,68.0,4.0,0.0315
2014-05-25,2014-05,2014,Q2,5,Mai,May,Australia,Australien,Accessories,Bottles and Cages,16,2,5,32,70,38,54.29,65.0,30.0,35.0,5.0,0.0769
2014-05-25,2014-05,2014,Q2,5,Mai,May,Australia,Australien,Accessories,Bottles and Cages,30,2,5,60,131,71,54.2,129.0,59.0,70.0,2.0,0.0155
2016-05-25,2016-05,2016,Q2,5,Mai,May,Australia,Australien,Accessories,Bottles and Cages,15,2,5,30,65,35,53.85,60.0,28.0,32.0,5.0,0.0833
2016-05-25,2016-05,2016,Q2,5,Mai,May,Australia,Australien,Accessories,Bottles and Cages,31,2,5,62,135,73,54.07,151.0,68.0,83.0,-16.0,-0.106
2013-08-14,2013-08,2013,Q3,8,August,August,Australia,Australien,Accessories,Bottles and Cages,9,2,5,18,36,18,50.0,33.0,17.0,16.0,3.0,0.0909
2013-08-14,2013-08,2013,Q3,8,August,August,Australia,Australien,Accessories,Bottles and Cages,18,2,5,36,71,35,49.3,73.0,37.0,36.0,-2.0,-0.0274
2015-08-14,2015-08,2015,Q3,8,August,August,Australia,Australien,Accessories,Bottles and Cages,9,2,5,18,36,18,50.0,37.0,18.0,19.0,-1.0,-0.027
2015-08-14,2015-08,2015,Q3,8,August,August,Australia,Australien,Accessories,Bottles and Cages,17,2,5,34,67,33,49.25,68.0,34.0,34.0,-1.0,-0.0147
2013-10-16,2013-10,2013,Q4,10,Oktober,October,Australia,Australien,Accessories,Bottles and Cages,4,2,5,8,16,8,50.0,17.0,8.0,9.0,-1.0,-0.0588
2013-10-16,2013-10,2013,Q4,10,Oktober,October,Australia,Australien,Accessories,Bottles and Cages,19,2,5,38,75,37,49.33,68.0,35.0,33.0,7.0,0.1029
2015-10-16,2015-10,2015,Q4,10,Oktober,October,Australia,Australien,Accessories,Bottles and Cages,2,2,5,4,8,4,50.0,8.0,4.0,4.0,0.0,0.0
2015-10-16,2015-10,2015,Q4,10,Oktober,October,Australia,Australien,Accessories,Bottles and Cages,18,2,5,36,71,35,49.3,67.0,35.0,32.0,4.0,0.0597
2013-12-17,2013-12,2013,Q4,12,Dezember,December,Australia,Australien,Accessories,Bottles and Cages,2,2,5,4,8,4,50.0,9.0,4.0,5.0,-1.0,-0.1111
2013-12-17,2013-12,2013,Q4,12,Dezember,December,Australia,Australien,Accessories,Bottles and Cages,29,2,5,58,115,57,49.57,122.0,61.0,61.0,-7.0,-0.0574
2015-12-17,2015-12,2015,Q4,12,Dezember,December,Australia,Australien,Accessories,Bottles and Cages,1,2,5,2,4,2,50.0,4.0,2.0,2.0,0.0,0.0
2015-12-17,2015-12,2015,Q4,12,Dezember,December,Australia,Australien,Accessories,Bottles and Cages,29,2,5,58,115,57,49.57,102.0,53.0,49.0,13.0,0.1275
2014-02-10,2014-02,2014,Q1,2,Februar,February,Australia,Australien,Accessories,Bottles and Cages,18,2,5,36,71,35,49.3,67.0,35.0,32.0,4.0,0.0597
2014-02-10,2014-02,2014,Q1,2,Februar,February,Australia,Australien,Accessories,Bottles and Cages,19,2,5,38,75,37,49.33,70.0,36.0,34.0,5.0,0.0714
2016-02-10,2016-02,2016,Q1,2,Februar,February,Australia,Australien,Accessories,Bottles and Cages,20,2,5,40,79,39,49.37,70.0,36.0,34.0,9.0,0.1286
2016-02-10,2016-02,2016,Q1,2,Februar,February,Australia,Australien,Accessories,Bottles and Cages,21,2,5,42,83,41,49.4,78.0,40.0,38.0,5.0,0.0641
2013-10-27,2013-10,2013,Q4,10,Oktober,October,Australia,Australien,Accessories,Bottles and Cages,10,2,5,20,44,24,54.55,46.0,21.0,25.0,-2.0,-0.0435
2015-10-27,2015-10,2015,Q4,10,Oktober,October,Australia,Australien,Accessories,Bottles and Cages,10,2,5,20,44,24,54.55,41.0,19.0,22.0,3.0,0.0732
2013-11-11,2013-11,2013,Q4,11,November,November,Australia,Australien,Accessories,Bottles and Cages,15,2,5,30,65,35,53.85,65.0,30.0,35.0,0.0,0.0
2013-11-11,2013-11,2013,Q4,11,November,November,Australia,Australien,Accessories,Bottles and Cages,28,2,5,56,122,66,54.1,133.0,60.0,73.0,-11.0,-0.0827
2015-11-11,2015-11,2015,Q4,11,November,November,Australia,Australien,Accessories,Bottles and Cages,17,2,5,34,74,40,54.05,77.0,35.0,42.0,-3.0,-0.039
2015-11-11,2015-11,2015,Q4,11,November,November,Australia,Australien,Accessories,Bottles and Cages,30,2,5,60,131,71,54.2,128.0,59.0,69.0,3.0,0.0234
2014-03-21,2014-03,2014,Q1,3,März,March,Australia,Australien,Accessories,Bottles and Cages,1,2,5,2,4,2,50.0,4.0,2.0,2.0,0.0,0.0
2014-03-21,2014-03,2014,Q1,3,März,March,Australia,Australien,Accessories,Bottles and Cages,23,2,5,46,100,54,54.0,99.0,46.0,53.0,1.0,0.0101
2016-03-21,2016-03,2016,Q1,3,März,March,Australia,Australien,Accessories,Bottles and Cages,3,2,5,6,13,7,53.85,12.0,6.0,6.0,1.0,0.0833
2016-03-21,2016-03,2016,Q1,3,März,March,Australia,Australien,Accessories,Bottles and Cages,25,2,5,50,109,59,54.13,113.0,51.0,62.0,-4.0,-0.0354
2013-08-31,2013-08,2013,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Bottles and Cages,25,2,5,50,123,73,59.35,119.0,49.0,70.0,4.0,0.0336
2015-08-31,2015-08,2015,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Bottles and Cages,24,2,5,48,118,70,59.32,128.0,51.0,77.0,-10.0,-0.0781
2013-10-09,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,11,2,5,22,54,32,59.26,57.0,23.0,34.0,-3.0,-0.0526
2013-10-09,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,14,2,5,28,69,41,59.42,71.0,29.0,42.0,-2.0,-0.0282
2015-10-09,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,9,2,5,18,44,26,59.09,43.0,18.0,25.0,1.0,0.0233
2015-10-09,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,14,2,5,28,69,41,59.42,64.0,26.0,38.0,5.0,0.0781
2013-11-29,2013-11,2013,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bottles and Cages,13,2,5,26,64,38,59.38,68.0,27.0,41.0,-4.0,-0.0588
2015-11-29,2015-11,2015,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bottles and Cages,13,2,5,26,64,38,59.38,64.0,26.0,38.0,0.0,0.0
2013-12-06,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,24,2,5,48,118,70,59.32,110.0,45.0,65.0,8.0,0.0727
2013-12-06,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,28,2,5,56,137,81,59.12,127.0,53.0,74.0,10.0,0.0787
2015-12-06,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,24,2,5,48,118,70,59.32,109.0,45.0,64.0,9.0,0.0826
2015-12-06,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,29,2,5,58,142,84,59.15,151.0,61.0,90.0,-9.0,-0.0596
2013-12-24,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,15,2,5,30,74,44,59.46,69.0,28.0,41.0,5.0,0.0725
2013-12-24,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,17,2,5,34,83,49,59.04,84.0,34.0,50.0,-1.0,-0.0119
2015-12-24,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,16,2,5,32,78,46,58.97,77.0,32.0,45.0,1.0,0.013
2015-12-24,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,17,2,5,34,83,49,59.04,85.0,35.0,50.0,-2.0,-0.0235
2014-02-18,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Bottles and Cages,27,2,5,54,132,78,59.09,144.0,58.0,86.0,-12.0,-0.0833
2016-02-18,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Bottles and Cages,29,2,5,58,142,84,59.15,155.0,62.0,93.0,-13.0,-0.0839
2014-04-24,2014-04,2014,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bottles and Cages,24,2,5,48,118,70,59.32,117.0,48.0,69.0,1.0,0.0085
2014-04-24,2014-04,2014,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bottles and Cages,6,2,5,12,29,17,58.62,26.0,11.0,15.0,3.0,0.1154
2016-04-24,2016-04,2016,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bottles and Cages,24,2,5,48,118,70,59.32,116.0,47.0,69.0,2.0,0.0172
2016-04-24,2016-04,2016,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bottles and Cages,5,2,5,10,25,15,60.0,26.0,10.0,16.0,-1.0,-0.0385
2014-04-30,2014-04,2014,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bottles and Cages,8,2,5,16,39,23,58.97,40.0,16.0,24.0,-1.0,-0.025
2016-04-30,2016-04,2016,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bottles and Cages,6,2,5,12,29,17,58.62,30.0,12.0,18.0,-1.0,-0.0333
2014-05-29,2014-05,2014,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Bottles and Cages,13,2,5,26,56,30,53.57,51.0,24.0,27.0,5.0,0.098
2014-05-29,2014-05,2014,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Bottles and Cages,2,2,5,4,9,5,55.56,9.0,4.0,5.0,0.0,0.0
2016-05-29,2016-05,2016,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Bottles and Cages,11,2,5,22,47,25,53.19,43.0,21.0,22.0,4.0,0.093
2016-05-29,2016-05,2016,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Bottles and Cages,2,2,5,4,9,5,55.56,10.0,4.0,6.0,-1.0,-0.1
2013-10-26,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,7,2,5,14,30,16,53.33,29.0,14.0,15.0,1.0,0.0345
2013-10-26,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,9,2,5,18,39,21,53.85,41.0,19.0,22.0,-2.0,-0.0488
2015-10-26,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,7,2,5,14,30,16,53.33,27.0,13.0,14.0,3.0,0.1111
2015-10-26,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,11,2,5,22,47,25,53.19,46.0,22.0,24.0,1.0,0.0217
2014-01-03,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Bottles and Cages,16,2,5,32,69,37,53.62,72.0,33.0,39.0,-3.0,-0.0417
2014-01-03,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Bottles and Cages,7,2,5,14,30,16,53.33,28.0,13.0,15.0,2.0,0.0714
2016-01-03,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Bottles and Cages,15,2,5,30,65,35,53.85,70.0,32.0,38.0,-5.0,-0.0714
2016-01-03,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Bottles and Cages,8,2,5,16,34,18,52.94,35.0,16.0,19.0,-1.0,-0.0286
2013-09-04,2013-09,2013,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bottles and Cages,2,2,5,4,10,6,60.0,10.0,4.0,6.0,0.0,0.0
2013-09-04,2013-09,2013,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bottles and Cages,27,2,5,54,132,78,59.09,127.0,52.0,75.0,5.0,0.0394
2015-09-04,2015-09,2015,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bottles and Cages,4,2,5,8,20,12,60.0,20.0,8.0,12.0,0.0,0.0
2015-09-04,2015-09,2015,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bottles and Cages,28,2,5,56,137,81,59.12,140.0,57.0,83.0,-3.0,-0.0214
2013-10-08,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,5,2,5,10,25,15,60.0,25.0,10.0,15.0,0.0,0.0
2013-10-08,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,28,2,5,56,137,81,59.12,144.0,58.0,86.0,-7.0,-0.0486
2015-10-08,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,6,2,5,12,29,17,58.62,29.0,12.0,17.0,0.0,0.0
2015-10-08,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,29,2,5,58,142,84,59.15,132.0,55.0,77.0,10.0,0.0758
2013-10-12,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,11,2,5,22,54,32,59.26,50.0,21.0,29.0,4.0,0.08
2015-10-12,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,11,2,5,22,54,32,59.26,48.0,20.0,28.0,6.0,0.125
2013-10-20,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,15,2,5,30,74,44,59.46,70.0,29.0,41.0,4.0,0.0571
2013-10-20,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,17,2,5,34,83,49,59.04,88.0,36.0,52.0,-5.0,-0.0568
2015-10-20,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,15,2,5,30,74,44,59.46,79.0,32.0,47.0,-5.0,-0.0633
2015-10-20,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bottles and Cages,16,2,5,32,78,46,58.97,72.0,30.0,42.0,6.0,0.0833
2013-12-21,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,18,2,5,36,88,52,59.09,98.0,39.0,59.0,-10.0,-0.102
2013-12-21,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,11,2,5,22,54,32,59.26,54.0,22.0,32.0,0.0,0.0
2015-12-21,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,20,2,5,40,98,58,59.18,108.0,43.0,65.0,-10.0,-0.0926
2015-12-21,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,13,2,5,26,64,38,59.38,67.0,27.0,40.0,-3.0,-0.0448
2014-03-17,2014-03,2014,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bottles and Cages,17,2,5,34,83,49,59.04,87.0,35.0,52.0,-4.0,-0.046
2014-03-17,2014-03,2014,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bottles and Cages,2,2,5,4,10,6,60.0,9.0,4.0,5.0,1.0,0.1111
2016-03-17,2016-03,2016,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bottles and Cages,15,2,5,30,74,44,59.46,69.0,28.0,41.0,5.0,0.0725
2016-03-17,2016-03,2016,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bottles and Cages,1,2,5,2,5,3,60.0,4.0,2.0,2.0,1.0,0.25
2014-05-02,2014-05,2014,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Bottles and Cages,17,2,5,34,83,49,59.04,87.0,35.0,52.0,-4.0,-0.046
2014-05-02,2014-05,2014,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Bottles and Cages,16,2,5,32,78,46,58.97,75.0,31.0,44.0,3.0,0.04
2016-05-02,2016-05,2016,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Bottles and Cages,17,2,5,34,83,49,59.04,89.0,36.0,53.0,-6.0,-0.0674
2016-05-02,2016-05,2016,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Bottles and Cages,15,2,5,30,74,44,59.46,71.0,29.0,42.0,3.0,0.0423
2014-06-20,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bottles and Cages,29,2,5,58,142,84,59.15,153.0,62.0,91.0,-11.0,-0.0719
2014-06-20,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bottles and Cages,25,2,5,50,123,73,59.35,112.0,46.0,66.0,11.0,0.0982
2016-06-20,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bottles and Cages,27,2,5,54,132,78,59.09,122.0,51.0,71.0,10.0,0.082
2016-06-20,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bottles and Cages,25,2,5,50,123,73,59.35,118.0,48.0,70.0,5.0,0.0424
2013-09-08,2013-09,2013,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bottles and Cages,11,2,5,22,47,25,53.19,46.0,22.0,24.0,1.0,0.0217
2015-09-08,2015-09,2015,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bottles and Cages,12,2,5,24,52,28,53.85,50.0,23.0,27.0,2.0,0.04
2013-12-12,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,5,2,5,10,22,12,54.55,23.0,11.0,12.0,-1.0,-0.0435
2013-12-12,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,8,2,5,16,34,18,52.94,31.0,15.0,16.0,3.0,0.0968
2015-12-12,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,4,2,5,8,17,9,52.94,16.0,8.0,8.0,1.0,0.0625
2015-12-12,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,6,2,5,12,26,14,53.85,28.0,13.0,15.0,-2.0,-0.0714
2014-03-30,2014-03,2014,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bottles and Cages,22,2,5,44,95,51,53.68,85.0,40.0,45.0,10.0,0.1176
2016-03-30,2016-03,2016,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bottles and Cages,23,2,5,46,99,53,53.54,110.0,50.0,60.0,-11.0,-0.1
2014-07-02,2014-07,2014,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Bottles and Cages,22,2,5,44,95,51,53.68,106.0,48.0,58.0,-11.0,-0.1038
2014-07-02,2014-07,2014,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Bottles and Cages,13,2,5,26,56,30,53.57,50.0,24.0,26.0,6.0,0.12
2016-07-02,2016-07,2016,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Bottles and Cages,19,2,5,38,82,44,53.66,78.0,36.0,42.0,4.0,0.0513
2016-07-02,2016-07,2016,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Bottles and Cages,12,2,5,24,52,28,53.85,50.0,23.0,27.0,2.0,0.04
2013-09-11,2013-09,2013,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bottles and Cages,9,2,5,18,35,17,48.57,37.0,19.0,18.0,-2.0,-0.0541
2015-09-11,2015-09,2015,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bottles and Cages,7,2,5,14,27,13,48.15,28.0,14.0,14.0,-1.0,-0.0357
2013-12-05,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,8,2,5,16,31,15,48.39,32.0,16.0,16.0,-1.0,-0.0312
2015-12-05,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,10,2,5,20,39,19,48.72,41.0,21.0,20.0,-2.0,-0.0488
2014-01-20,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Bottles and Cages,30,2,5,60,117,57,48.72,106.0,56.0,50.0,11.0,0.1038
2016-01-20,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Bottles and Cages,30,2,5,60,117,57,48.72,126.0,64.0,62.0,-9.0,-0.0714
2014-02-07,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Bottles and Cages,24,2,5,48,94,46,48.94,99.0,50.0,49.0,-5.0,-0.0505
2014-02-07,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Bottles and Cages,5,2,5,10,20,10,50.0,20.0,10.0,10.0,0.0,0.0
2016-02-07,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Bottles and Cages,25,2,5,50,98,48,48.98,107.0,54.0,53.0,-9.0,-0.0841
2016-02-07,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Bottles and Cages,7,2,5,14,27,13,48.15,28.0,15.0,13.0,-1.0,-0.0357
2014-04-06,2014-04,2014,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bottles and Cages,30,2,5,60,117,57,48.72,109.0,57.0,52.0,8.0,0.0734
2014-04-06,2014-04,2014,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bottles and Cages,8,2,5,16,31,15,48.39,30.0,16.0,14.0,1.0,0.0333
2016-04-06,2016-04,2016,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bottles and Cages,30,2,5,60,117,57,48.72,117.0,60.0,57.0,0.0,0.0
2016-04-06,2016-04,2016,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bottles and Cages,10,2,5,20,39,19,48.72,35.0,18.0,17.0,4.0,0.1143
2014-06-08,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bottles and Cages,15,2,5,30,59,29,49.15,65.0,33.0,32.0,-6.0,-0.0923
2016-06-08,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bottles and Cages,13,2,5,26,51,25,49.02,46.0,24.0,22.0,5.0,0.1087
2014-06-12,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bottles and Cages,24,2,5,48,94,46,48.94,98.0,50.0,48.0,-4.0,-0.0408
2014-06-12,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bottles and Cages,11,2,5,22,43,21,48.84,43.0,22.0,21.0,0.0,0.0
2016-06-12,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bottles and Cages,25,2,5,50,98,48,48.98,87.0,45.0,42.0,11.0,0.1264
2016-06-12,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bottles and Cages,13,2,5,26,51,25,49.02,56.0,28.0,28.0,-5.0,-0.0893
2013-11-23,2013-11,2013,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bottles and Cages,16,4,10,64,125,61,48.8,136.0,68.0,68.0,-11.0,-0.0809
2015-11-23,2015-11,2015,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bottles and Cages,14,4,10,56,109,53,48.62,110.0,56.0,54.0,-1.0,-0.0091
2013-12-15,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,1,4,10,4,8,4,50.0,7.0,4.0,3.0,1.0,0.1429
2013-12-15,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,22,4,10,88,172,84,48.84,156.0,82.0,74.0,16.0,0.1026
2015-12-15,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,3,4,10,12,23,11,47.83,22.0,12.0,10.0,1.0,0.0455
2015-12-15,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bottles and Cages,24,4,10,96,187,91,48.66,176.0,91.0,85.0,11.0,0.0625
2014-03-12,2014-03,2014,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bottles and Cages,13,4,10,52,101,49,48.51,101.0,52.0,49.0,0.0,0.0
2014-03-12,2014-03,2014,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bottles and Cages,27,4,10,108,211,103,48.82,235.0,118.0,117.0,-24.0,-0.1021
2016-03-12,2016-03,2016,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bottles and Cages,13,4,10,52,101,49,48.51,103.0,53.0,50.0,-2.0,-0.0194
2016-03-12,2016-03,2016,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bottles and Cages,28,4,10,112,218,106,48.62,238.0,120.0,118.0,-20.0,-0.084
2014-07-19,2014-07,2014,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Bottles and Cages,1,4,10,4,8,4,50.0,8.0,4.0,4.0,0.0,0.0
2014-07-19,2014-07,2014,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Bottles and Cages,22,4,10,88,172,84,48.84,171.0,88.0,83.0,1.0,0.0058
2016-07-19,2016-07,2016,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Bottles and Cages,1,4,10,4,8,4,50.0,9.0,4.0,5.0,-1.0,-0.1111
2016-07-19,2016-07,2016,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Bottles and Cages,19,4,10,76,148,72,48.65,147.0,76.0,71.0,1.0,0.0068
