fiscal_year,year_month,product_category,country,revenue_plan,cost_plan,profit_plan,margin_plan_pct
2014,2014-05,Clothing,United States,141046.0,84546.0,56500.0,0.4006
2014,2014-06,Accessories,Australia,145234.0,64962.0,80272.0,0.5527
2014,2014-06,Bikes,Australia,385472.0,275561.0,109911.0,0.2851
2014,2014-06,Clothing,Australia,74362.0,58259.0,16103.0,0.2165
2014,2014-06,Accessories,Canada,96214.0,36361.0,59853.0,0.6221
2014,2014-06,Bikes,Canada,106077.0,65145.0,40932.0,0.3859
2014,2014-06,Clothing,Canada,64229.0,35461.0,28768.0,0.4479
2014,2014-06,Accessories,France,67005.0,29369.0,37636.0,0.5617
2014,2014-06,Bikes,France,166210.0,113992.0,52218.0,0.3142
2014,2014-06,Clothing,France,31961.0,25179.0,6782.0,0.2122
2014,2014-06,Accessories,Germany,87367.0,36027.0,51340.0,0.5876
2014,2014-06,Bikes,Germany,214060.0,139765.0,74295.0,0.3471
2014,2014-06,Clothing,Germany,29206.0,22243.0,6963.0,0.2384
2014,2014-06,Accessories,United Kingdom,95503.0,37490.0,58013.0,0.6074
2014,2014-06,Bikes,United Kingdom,273876.0,167489.0,106387.0,0.3884
2014,2014-06,Clothing,United Kingdom,46012.0,31420.0,14592.0,0.3171
2014,2014-06,Accessories,United States,237401.0,98335.0,139066.0,0.5858
2014,2014-06,Bikes,United States,509570.0,329918.0,179652.0,0.3526
2014,2014-06,Clothing,United States,153646.0,98611.0,55035.0,0.3582
2014,2014-07,Accessories,Australia,52613.0,23627.0,28986.0,0.5509
2014,2014-07,Clothing,Australia,31610.0,21339.0,10271.0,0.3249
2014,2014-07,Accessories,Canada,71321.0,26910.0,44411.0,0.6227
2014,2014-07,Clothing,Canada,45672.0,25603.0,20069.0,0.4394
2014,2014-07,Accessories,France,27933.0,12478.0,15455.0,0.5533
2014,2014-07,Clothing,France,10828.0,7367.0,3461.0,0.3196
2014,2014-07,Accessories,Germany,41035.0,17060.0,23975.0,0.5843
2014,2014-07,Clothing,Germany,12088.0,7606.0,4482.0,0.3708
2014,2014-07,Accessories,United Kingdom,33475.0,12981.0,20494.0,0.6122
2014,2014-07,Clothing,United Kingdom,18127.0,11738.0,6389.0,0.3525
2014,2014-07,Accessories,United States,108414.0,45577.0,62837.0,0.5796
2014,2014-07,Clothing,United States,63962.0,41241.0,22721.0,0.3552
2015,2015-01,Bikes,Australia,248083.0,175224.0,72859.0,0.2937
2015,2015-01,Bikes,Canada,22554.0,13788.0,8766.0,0.3887
2015,2015-01,Bikes,France,67086.0,45855.0,21231.0,0.3165
2015,2015-01,Bikes,Germany,61708.0,41353.0,20355.0,0.3299
2015,2015-01,Bikes,United Kingdom,93936.0,58825.0,35111.0,0.3738
2015,2015-01,Bikes,United States,172413.0,111970.0,60443.0,0.3506
2015,2015-02,Bikes,Australia,280837.0,198260.0,82577.0,0.294
2015,2015-02,Bikes,Canada,29953.0,17235.0,12718.0,0.4246
2015,2015-02,Bikes,France,67694.0,48794.0,18900.0,0.2792
2015,2015-02,Bikes,Germany,83084.0,55970.0,27114.0,0.3263
2015,2015-02,Bikes,United Kingdom,70338.0,44545.0,25793.0,0.3667
2015,2015-02,Bikes,United States,140972.0,90287.0,50685.0,0.3595
2015,2015-03,Bikes,Australia,250169.0,173607.0,76562.0,0.306
2015,2015-03,Bikes,Canada,50460.0,30144.0,20316.0,0.4026
2015,2015-03,Bikes,France,103096.0,72490.0,30606.0,0.2969
2015,2015-03,Bikes,Germany,69671.0,47303.0,22368.0,0.3211
2015,2015-03,Bikes,United Kingdom,90544.0,56068.0,34476.0,0.3808
2015,2015-03,Bikes,United States,148139.0,96651.0,51488.0,0.3476
2015,2015-04,Bikes,Australia,259002.0,179844.0,79158.0,0.3056
2015,2015-04,Bikes,Canada,15997.0,9032.0,6965.0,0.4354
2015,2015-04,Bikes,France,89239.0,62998.0,26241.0,0.2941
2015,2015-04,Bikes,Germany,105087.0,70199.0,34888.0,0.332
2015,2015-04,Bikes,United Kingdom,65229.0,40853.0,24376.0,0.3737
2015,2015-04,Bikes,United States,194182.0,130604.0,63578.0,0.3274
2015,2015-05,Bikes,Australia,304708.0,212144.0,92564.0,0.3038
2015,2015-05,Bikes,Canada,60543.0,36454.0,24089.0,0.3979
2015,2015-05,Bikes,France,71669.0,51279.0,20390.0,0.2845
2015,2015-05,Bikes,Germany,98413.0,65195.0,33218.0,0.3375
2015,2015-05,Bikes,United Kingdom,114161.0,72387.0,41774.0,0.3659
2015,2015-05,Bikes,United States,251712.0,163362.0,88350.0,0.351
2015,2015-06,Bikes,Australia,265457.0,186974.0,78483.0,0.2957
2015,2015-06,Bikes,Canada,11391.0,7191.0,4200.0,0.3687
2015,2015-06,Bikes,France,107027.0,75303.0,31724.0,0.2964
2015,2015-06,Bikes,Germany,95217.0,64126.0,31091.0,0.3265
2015,2015-06,Bikes,United Kingdom,75742.0,46303.0,29439.0,0.3887
2015,2015-06,Bikes,United States,231649.0,147777.0,83872.0,0.3621
2015,2015-07,Accessories,Australia,36414.0,16285.0,20129.0,0.5528
2015,2015-07,Bikes,Australia,436550.0,307773.0,128777.0,0.295
2015,2015-07,Clothing,Australia,70902.0,53527.0,17375.0,0.2451
2015,2015-07,Accessories,Canada,5011.0,1912.0,3099.0,0.6184
2015,2015-07,Bikes,Canada,71660.0,42711.0,28949.0,0.404
2015,2015-07,Clothing,Canada,9961.0,5118.0,4843.0,0.4862
2015,2015-07,Accessories,France,18171.0,8010.0,10161.0,0.5592
2015,2015-07,Bikes,France,131832.0,91339.0,40493.0,0.3072
2015,2015-07,Clothing,France,8538.0,6058.0,2480.0,0.2905
2015,2015-07,Accessories,Germany,22231.0,9075.0,13156.0,0.5918
2015,2015-07,Bikes,Germany,184735.0,123106.0,61629.0,0.3336
2015,2015-07,Clothing,Germany,12970.0,9351.0,3619.0,0.279
2015,2015-07,Accessories,United Kingdom,25855.0,10046.0,15809.0,0.6114
2015,2015-07,Bikes,United Kingdom,196624.0,124150.0,72474.0,0.3686
2015,2015-07,Clothing,United Kingdom,13688.0,10493.0,3195.0,0.2334
2015,2015-07,Accessories,United States,51079.0,20334.0,30745.0,0.6019
2015,2015-07,Bikes,United States,400853.0,257530.0,143323.0,0.3575
2015,2015-07,Clothing,United States,24566.0,17951.0,6615.0,0.2693
2015,2015-08,Accessories,Australia,101278.0,45231.0,56047.0,0.5534
2015,2015-08,Bikes,Australia,288328.0,210067.0,78261.0,0.2714
2015,2015-08,Clothing,Australia,63088.0,47208.0,15880.0,0.2517
2015,2015-08,Accessories,Canada,111262.0,42173.0,69089.0,0.621
2015,2015-08,Bikes,Canada,72050.0,42926.0,29124.0,0.4042
2015,2015-08,Clothing,Canada,71980.0,39825.0,32155.0,0.4467
2015,2015-08,Accessories,France,50724.0,22315.0,28409.0,0.5601
2015,2015-08,Bikes,France,124142.0,85859.0,38283.0,0.3084
2015,2015-08,Clothing,France,35269.0,24017.0,11252.0,0.319
2015,2015-08,Accessories,Germany,55882.0,23225.0,32657.0,0.5844
2015,2015-08,Bikes,Germany,119073.0,78773.0,40300.0,0.3384
2015,2015-08,Clothing,Germany,17061.0,12841.0,4220.0,0.2473
2015,2015-08,Accessories,United Kingdom,57551.0,22313.0,35238.0,0.6123
2015,2015-08,Bikes,United Kingdom,175525.0,108278.0,67247.0,0.3831
2015,2015-08,Clothing,United Kingdom,22249.0,14397.0,7852.0,0.3529
2015,2015-08,Accessories,United States,209138.0,86116.0,123022.0,0.5882
2015,2015-08,Bikes,United States,451411.0,285671.0,165740.0,0.3672
2015,2015-08,Clothing,United States,113950.0,72080.0,41870.0,0.3674
2015,2015-09,Accessories,Australia,116128.0,51466.0,64662.0,0.5568
2015,2015-09,Bikes,Australia,496813.0,355864.0,140949.0,0.2837
2015,2015-09,Clothing,Australia,71042.0,54069.0,16973.0,0.2389
2015,2015-09,Accessories,Canada,100466.0,38154.0,62312.0,0.6202
2015,2015-09,Bikes,Canada,108323.0,63689.0,44634.0,0.412
2015,2015-09,Clothing,Canada,53294.0,30162.0,23132.0,0.434
2015,2015-09,Accessories,France,52280.0,22858.0,29422.0,0.5628
2015,2015-09,Bikes,France,150821.0,103055.0,47766.0,0.3167
2015,2015-09,Clothing,France,26879.0,18742.0,8137.0,0.3027
2015,2015-09,Accessories,Germany,53727.0,22406.0,31321.0,0.583
2015,2015-09,Bikes,Germany,140132.0,91771.0,48361.0,0.3451
2015,2015-09,Clothing,Germany,22924.0,16062.0,6862.0,0.2993
2015,2015-09,Accessories,United Kingdom,67043.0,26076.0,40967.0,0.6111
2015,2015-09,Bikes,United Kingdom,201426.0,124091.0,77335.0,0.3839
2015,2015-09,Clothing,United Kingdom,30137.0,19451.0,10686.0,0.3546
2015,2015-09,Accessories,United States,202073.0,83997.0,118076.0,0.5843
2015,2015-09,Bikes,United States,424807.0,267880.0,156927.0,0.3694
2015,2015-09,Clothing,United States,141586.0,85914.0,55672.0,0.3932
2015,2015-10,Accessories,Australia,126871.0,57104.0,69767.0,0.5499
2015,2015-10,Bikes,Australia,572246.0,405010.0,167236.0,0.2922
2015,2015-10,Clothing,Australia,73358.0,53140.0,20218.0,0.2756
2015,2015-10,Accessories,Canada,86498.0,32778.0,53720.0,0.6211
2015,2015-10,Bikes,Canada,80681.0,48614.0,32067.0,0.3975
2015,2015-10,Clothing,Canada,52660.0,28173.0,24487.0,0.465
2015,2015-10,Accessories,France,41971.0,18230.0,23741.0,0.5657
2015,2015-10,Bikes,France,100074.0,69796.0,30278.0,0.3026
2015,2015-10,Clothing,France,20692.0,13735.0,6957.0,0.3362
2015,2015-10,Accessories,Germany,55583.0,22773.0,32810.0,0.5903
2015,2015-10,Bikes,Germany,153594.0,101075.0,52519.0,0.3419
2015,2015-10,Clothing,Germany,19748.0,14885.0,4863.0,0.2463
2015,2015-10,Accessories,United Kingdom,75500.0,29250.0,46250.0,0.6126
2015,2015-10,Bikes,United Kingdom,203793.0,126501.0,77292.0,0.3793
2015,2015-10,Clothing,United Kingdom,49543.0,33859.0,15684.0,0.3166
2015,2015-10,Accessories,United States,211028.0,86566.0,124462.0,0.5898
2015,2015-10,Bikes,United States,478297.0,306449.0,171848.0,0.3593
2015,2015-10,Clothing,United States,136689.0,85465.0,51224.0,0.3747
2015,2015-11,Accessories,Australia,114530.0,50981.0,63549.0,0.5549
2015,2015-11,Bikes,Australia,598308.0,423739.0,174569.0,0.2918
2015,2015-11,Clothing,Australia,68367.0,51560.0,16807.0,0.2458
2015,2015-11,Accessories,Canada,104433.0,39531.0,64902.0,0.6215
2015,2015-11,Bikes,Canada,131425.0,78220.0,53205.0,0.4048
2015,2015-11,Clothing,Canada,57710.0,29861.0,27849.0,0.4826
2015,2015-11,Accessories,France,42301.0,18724.0,23577.0,0.5574
2015,2015-11,Bikes,France,146308.0,100274.0,46034.0,0.3146
2015,2015-11,Clothing,France,29414.0,20260.0,9154.0,0.3112
2015,2015-11,Accessories,Germany,46039.0,19074.0,26965.0,0.5857
2015,2015-11,Bikes,Germany,153217.0,102674.0,50543.0,0.3299
2015,2015-11,Clothing,Germany,14906.0,11042.0,3864.0,0.2592
2015,2015-11,Accessories,United Kingdom,69018.0,26844.0,42174.0,0.6111
2015,2015-11,Bikes,United Kingdom,242169.0,149619.0,92550.0,0.3822
2015,2015-11,Clothing,United Kingdom,32067.0,22041.0,10026.0,0.3127
2015,2015-11,Accessories,United States,226287.0,93810.0,132477.0,0.5854
2015,2015-11,Bikes,United States,618640.0,402502.0,216138.0,0.3494
2015,2015-11,Clothing,United States,140091.0,89425.0,50666.0,0.3617
2015,2015-12,Accessories,Australia,112578.0,50640.0,61938.0,0.5502
2015,2015-12,Bikes,Australia,669922.0,488665.0,181257.0,0.2706
2015,2015-12,Clothing,Australia,78861.0,56344.0,22517.0,0.2855
2015,2015-12,Accessories,Canada,110068.0,41647.0,68421.0,0.6216
2015,2015-12,Bikes,Canada,241883.0,145146.0,96737.0,0.3999
2015,2015-12,Clothing,Canada,65058.0,36111.0,28947.0,0.4449
2015,2015-12,Accessories,France,87703.0,38453.0,49250.0,0.5616
2015,2015-12,Bikes,France,266674.0,181409.0,85265.0,0.3197
2015,2015-12,Clothing,France,40844.0,29986.0,10858.0,0.2658
2015,2015-12,Accessories,Germany,71211.0,29422.0,41789.0,0.5868
2015,2015-12,Bikes,Germany,239002.0,155566.0,83436.0,0.3491
2015,2015-12,Clothing,Germany,32080.0,24413.0,7667.0,0.239
2015,2015-12,Accessories,United Kingdom,94037.0,36536.0,57501.0,0.6115
2015,2015-12,Bikes,United Kingdom,375580.0,232778.0,142802.0,0.3802
2015,2015-12,Clothing,United Kingdom,47205.0,33160.0,14045.0,0.2975
2015,2015-12,Accessories,United States,277762.0,115216.0,162546.0,0.5852
2015,2015-12,Bikes,United States,872109.0,568907.0,303202.0,0.3477
2015,2015-12,Clothing,United States,167027.0,104710.0,62317.0,0.3731
2016,2016-01,Accessories,Australia,106677.0,47592.0,59085.0,0.5539
2016,2016-01,Bikes,Australia,364135.0,262301.0,101834.0,0.2797
2016,2016-01,Clothing,Australia,60711.0,42420.0,18291.0,0.3013
2016,2016-01,Accessories,Canada,88725.0,33712.0,55013.0,0.62
2016,2016-01,Bikes,Canada,128203.0,77455.0,50748.0,0.3958
2016,2016-01,Clothing,Canada,61793.0,35252.0,26541.0,0.4295
2016,2016-01,Accessories,France,45203.0,20160.0,25043.0,0.554
2016,2016-01,Bikes,France,156157.0,109358.0,46799.0,0.2997
2016,2016-01,Clothing,France,34221.0,24982.0,9239.0,0.27
2016,2016-01,Accessories,Germany,60788.0,25592.0,35196.0,0.579
2016,2016-01,Bikes,Germany,218978.0,144487.0,74491.0,0.3402
2016,2016-01,Clothing,Germany,27332.0,20909.0,6423.0,0.235
2016,2016-01,Accessories,United Kingdom,74174.0,28934.0,45240.0,0.6099
2016,2016-01,Bikes,United Kingdom,266128.0,164246.0,101882.0,0.3828
2016,2016-01,Clothing,United Kingdom,44101.0,28895.0,15206.0,0.3448
2016,2016-01,Accessories,United States,201778.0,83412.0,118366.0,0.5866
2016,2016-01,Bikes,United States,514435.0,330831.0,183604.0,0.3569
2016,2016-01,Clothing,United States,103909.0,67267.0,36642.0,0.3526
2016,2016-02,Accessories,Australia,108932.0,48485.0,60447.0,0.5549
2016,2016-02,Bikes,Australia,382766.0,273069.0,109697.0,0.2866
2016,2016-02,Clothing,Australia,48649.0,37263.0,11386.0,0.234
2016,2016-02,Accessories,Canada,82863.0,31483.0,51380.0,0.6201
2016,2016-02,Bikes,Canada,65401.0,38659.0,26742.0,0.4089
2016,2016-02,Clothing,Canada,45381.0,27712.0,17669.0,0.3893
2016,2016-02,Accessories,France,58737.0,25594.0,33143.0,0.5643
2016,2016-02,Bikes,France,205755.0,141963.0,63792.0,0.31
2016,2016-02,Clothing,France,31221.0,24144.0,7077.0,0.2267
2016,2016-02,Accessories,Germany,49158.0,20526.0,28632.0,0.5824
2016,2016-02,Bikes,Germany,185579.0,118757.0,66822.0,0.3601
2016,2016-02,Clothing,Germany,23095.0,17920.0,5175.0,0.2241
2016,2016-02,Accessories,United Kingdom,70843.0,27441.0,43402.0,0.6127
2016,2016-02,Bikes,United Kingdom,276727.0,170787.0,105940.0,0.3828
2016,2016-02,Clothing,United Kingdom,29597.0,19515.0,10082.0,0.3406
2016,2016-02,Accessories,United States,198812.0,81750.0,117062.0,0.5888
2016,2016-02,Bikes,United States,480612.0,311084.0,169528.0,0.3527
2016,2016-02,Clothing,United States,107272.0,66663.0,40609.0,0.3786
2016,2016-03,Accessories,Australia,108508.0,48827.0,59681.0,0.55
2016,2016-03,Bikes,Australia,332043.0,237739.0,94304.0,0.284
2016,2016-03,Clothing,Australia,54329.0,40333.0,13996.0,0.2576
2016,2016-03,Accessories,Canada,79239.0,30126.0,49113.0,0.6198
2016,2016-03,Bikes,Canada,77360.0,44765.0,32595.0,0.4213
2016,2016-03,Clothing,Canada,45883.0,28314.0,17569.0,0.3829
2016,2016-03,Accessories,France,68104.0,29952.0,38152.0,0.5602
2016,2016-03,Bikes,France,190555.0,132510.0,58045.0,0.3046
2016,2016-03,Clothing,France,21286.0,15953.0,5333.0,0.2505
2016,2016-03,Accessories,Germany,69714.0,28585.0,41129.0,0.59
2016,2016-03,Bikes,Germany,235102.0,155541.0,79561.0,0.3384
2016,2016-03,Clothing,Germany,32221.0,24182.0,8039.0,0.2495
2016,2016-03,Accessories,United Kingdom,85905.0,33498.0,52407.0,0.6101
2016,2016-03,Bikes,United Kingdom,304704.0,188325.0,116379.0,0.3819
2016,2016-03,Clothing,United Kingdom,42067.0,29493.0,12574.0,0.2989
2016,2016-03,Accessories,United States,216658.0,89994.0,126664.0,0.5846
2016,2016-03,Bikes,United States,528161.0,341474.0,186687.0,0.3535
2016,2016-03,Clothing,United States,113999.0,71843.0,42156.0,0.3698
2016,2016-04,Accessories,Australia,112017.0,50247.0,61770.0,0.5514
2016,2016-04,Bikes,Australia,353012.0,254277.0,98735.0,0.2797
2016,2016-04,Clothing,Australia,50239.0,33359.0,16880.0,0.336
2016,2016-04,Accessories,Canada,89876.0,33955.0,55921.0,0.6222
2016,2016-04,Bikes,Canada,140675.0,83841.0,56834.0,0.404
2016,2016-04,Clothing,Canada,51759.0,29139.0,22620.0,0.437
2016,2016-04,Accessories,France,63547.0,27420.0,36127.0,0.5685
2016,2016-04,Bikes,France,207877.0,143821.0,64056.0,0.3081
2016,2016-04,Clothing,France,32589.0,26371.0,6218.0,0.1908
2016,2016-04,Accessories,Germany,63821.0,26467.0,37354.0,0.5853
2016,2016-04,Bikes,Germany,263763.0,173851.0,89912.0,0.3409
2016,2016-04,Clothing,Germany,30946.0,22423.0,8523.0,0.2754
2016,2016-04,Accessories,United Kingdom,94475.0,36670.0,57805.0,0.6119
2016,2016-04,Bikes,United Kingdom,265696.0,162438.0,103258.0,0.3886
2016,2016-04,Clothing,United Kingdom,37265.0,25352.0,11913.0,0.3197
2016,2016-04,Accessories,United States,206821.0,85952.0,120869.0,0.5844
2016,2016-04,Bikes,United States,550132.0,355619.0,194513.0,0.3536
2016,2016-04,Clothing,United States,140011.0,86660.0,53351.0,0.381
2016,2016-05,Accessories,Australia,117283.0,52409.0,64874.0,0.5531
2016,2016-05,Bikes,Australia,465681.0,335405.0,130276.0,0.2798
2016,2016-05,Clothing,Australia,50122.0,37928.0,12194.0,0.2433
2016,2016-05,Accessories,Canada,102299.0,38667.0,63632.0,0.622
2016,2016-05,Bikes,Canada,124575.0,74363.0,50212.0,0.4031
2016,2016-05,Clothing,Canada,51443.0,28452.0,22991.0,0.4469
2016,2016-05,Accessories,France,59041.0,26036.0,33005.0,0.559
2016,2016-05,Bikes,France,248976.0,170805.0,78171.0,0.314
2016,2016-05,Clothing,France,31075.0,24637.0,6438.0,0.2072
2016,2016-05,Accessories,Germany,91708.0,37929.0,53779.0,0.5864
2016,2016-05,Bikes,Germany,331141.0,217689.0,113452.0,0.3426
2016,2016-05,Clothing,Germany,39644.0,28478.0,11166.0,0.2817
2016,2016-05,Accessories,United Kingdom,83640.0,32424.0,51216.0,0.6123
2016,2016-05,Bikes,United Kingdom,292761.0,182812.0,109949.0,0.3756
2016,2016-05,Clothing,United Kingdom,41864.0,27541.0,14323.0,0.3421
2016,2016-05,Accessories,United States,265101.0,109380.0,155721.0,0.5874
2016,2016-05,Bikes,United States,727607.0,467686.0,259921.0,0.3572
2016,2016-05,Clothing,United States,136922.0,81974.0,54948.0,0.4013
2016,2016-06,Accessories,Australia,139611.0,62463.0,77148.0,0.5526
2016,2016-06,Bikes,Australia,575972.0,411873.0,164099.0,0.2849
2016,2016-06,Clothing,Australia,71072.0,55551.0,15521.0,0.2184
2016,2016-06,Accessories,Canada,95316.0,35976.0,59340.0,0.6226
2016,2016-06,Bikes,Canada,153335.0,93493.0,59842.0,0.3903
2016,2016-06,Clothing,Canada,64475.0,35576.0,28899.0,0.4482
2016,2016-06,Accessories,France,65368.0,28623.0,36745.0,0.5621
2016,2016-06,Bikes,France,226166.0,155951.0,70215.0,0.3105
2016,2016-06,Clothing,France,31368.0,24674.0,6694.0,0.2134
2016,2016-06,Accessories,Germany,85351.0,35213.0,50138.0,0.5874
2016,2016-06,Bikes,Germany,329940.0,215033.0,114907.0,0.3483
2016,2016-06,Clothing,Germany,28579.0,21682.0,6897.0,0.2413
2016,2016-06,Accessories,United Kingdom,92528.0,36181.0,56347.0,0.609
2016,2016-06,Bikes,United Kingdom,437547.0,266326.0,171221.0,0.3913
2016,2016-06,Clothing,United Kingdom,43590.0,29730.0,13860.0,0.318
2016,2016-06,Accessories,United States,228603.0,94637.0,133966.0,0.586
2016,2016-06,Bikes,United States,775187.0,502220.0,272967.0,0.3521
2016,2016-06,Clothing,United States,149088.0,95536.0,53552.0,0.3592
2016,2016-07,Accessories,Australia,50531.0,22683.0,27848.0,0.5511
2016,2016-07,Clothing,Australia,29790.0,20364.0,9426.0,0.3164
2016,2016-07,Accessories,Canada,70546.0,26509.0,44037.0,0.6242
2016,2016-07,Clothing,Canada,44879.0,25239.0,19640.0,0.4376
2016,2016-07,Accessories,France,26746.0,11918.0,14828.0,0.5544
2016,2016-07,Clothing,France,10305.0,7056.0,3249.0,0.3153
2016,2016-07,Accessories,Germany,40794.0,16954.0,23840.0,0.5844
2016,2016-07,Clothing,Germany,12134.0,7497.0,4637.0,0.3821
2016,2016-07,Accessories,United Kingdom,32813.0,12643.0,20170.0,0.6147
2016,2016-07,Clothing,United Kingdom,18142.0,11896.0,6246.0,0.3443
2016,2016-07,Accessories,United States,103599.0,43666.0,59933.0,0.5785
2016,2016-07,Clothing,United States,60849.0,39195.0,21654.0,0.3559
